id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
313,I,1.4125,1.1125,0.3125,17.90270925,8.20718025,3.64291075,5.0178615,8.0
314,I,1.175,0.875,0.2625,12.43125575,5.4147545,2.097863,3.5436875,7.0
315,I,0.5875,0.3875,0.1875,1.80019325,0.66621325,0.396893,0.56699,5.0
316,M,1.3,1.0,0.3125,23.51591025,9.865626,5.42892925,6.23689,10.0
317,I,1.125,0.8375,0.2625,11.55242125,4.63514325,2.5231055,3.38776525,10.0
318,M,1.65,1.275,0.475,46.45065575,24.22464775,9.7805775,12.757275,11.0
319,F,1.525,1.2125,0.45,32.7436725,10.8011595,8.15048125,9.63883,9.0
320,M,1.3875,1.0875,0.3875,24.8058125,10.035723,4.49339575,9.4970825,18.0
321,F,1.475,1.125,0.3875,24.210473,10.04989775,5.99591925,6.23689,11.0
322,M,1.1,0.8375,0.2375,10.432616,4.63514325,2.2963095,3.40194,6.0
323,F,1.3125,1.0375,0.375,22.75047375,7.994559,4.55009475,7.2291225,10.0
324,M,1.4375,1.1875,0.4125,31.99241075,13.5227115,7.18659825,9.4970825,11.0
325,I,0.9,0.7,0.2,6.13766675,2.59397925,1.34660125,1.5592225,6.0
326,M,1.5125,1.1625,0.3875,28.33532525,11.3681495,5.1312595,7.93786,10.0
327,M,1.6125,1.3,0.4375,39.02308675,19.83047525,8.17883075,8.17883075,9.0
328,F,1.6625,1.2875,0.45,38.8104655,17.519991,8.63242275,11.41067375,11.0
329,I,1.0625,0.7875,0.2625,11.8217415,5.40057975,2.2963095,2.778251,7.0
330,M,1.6125,1.25,0.4375,38.88133925,16.37183625,8.66077225,10.20582,14.0
331,F,0.9625,0.7625,0.2625,8.7032965,3.21766825,1.68679525,2.26796,7.0
332,I,1.775,1.35,0.5125,52.219779,23.28911425,11.12717875,12.8990225,16.0
333,I,0.475,0.3625,0.1,1.06310625,0.4252425,0.1417475,0.29766975,5.0
334,F,1.525,1.175,0.4875,30.3623145,11.793392,6.47786075,10.6310625,15.0
335,I,1.1,0.8625,0.2625,12.43125575,6.53455975,2.87747425,3.5436875,7.0
336,M,1.175,0.9125,0.3125,16.71203025,8.34892775,3.92640575,4.32329875,8.0
337,M,1.4875,1.1625,0.425,30.03629525,13.65028425,5.726599,7.01650125,8.0
338,F,1.15,0.85,0.3,13.39513875,5.96756975,3.38776525,3.5436875,7.0
339,I,1.0625,0.8,0.2375,9.63883,4.35164825,1.85689225,2.551455,6.0
340,M,1.325,1.0,0.325,20.08562075,8.561549,4.01145425,4.97533725,9.0
341,I,1.225,1.0,0.35,18.01610725,9.25611175,3.64291075,4.53592,8.0
342,M,1.275,0.975,0.3375,17.95940825,8.63242275,3.7137845,4.422522,8.0
343,F,1.475,1.175,0.35,27.499015,12.8423235,5.1879585,7.66853975,10.0
344,M,1.4625,1.1375,0.425,30.7592075,10.50348975,6.406987,8.9300925,16.0
345,M,1.6125,1.3,0.4375,41.63124075,19.03668925,8.334753,10.3475675,14.0
346,I,1.1375,0.8875,0.3,12.99824575,5.6982495,2.438057,3.5436875,7.0
347,M,1.3125,1.025,0.3875,22.736299,9.6671795,4.649318,6.23689,14.0
348,I,0.85,0.6375,0.225,5.5281525,2.154562,0.63786375,1.5592225,6.0
349,M,1.725,1.3125,0.4375,49.22890675,20.2131935,11.5949455,13.60776,17.0
350,M,1.4125,1.0625,0.3875,23.7285315,9.6671795,4.479221,8.1930055,10.0
351,I,0.8375,0.625,0.1875,4.20990075,1.8427175,1.6726205,1.2757275,7.0
352,M,1.575,1.25,0.4,36.1456125,14.4298955,8.68912175,9.63883,11.0
353,I,0.85,0.6375,0.225,6.13766675,2.721552,1.0489315,2.26796,6.0
354,I,1.05,0.775,0.2125,7.98038425,3.33106625,1.927766,2.4097075,7.0
355,M,1.3125,1.075,0.3625,20.76600875,8.50485,4.53592,5.386405,11.0
356,M,1.7,1.3375,0.5,50.6605565,21.6512505,10.1207715,13.324265,24.0
357,F,1.25,0.95,0.3,18.46969925,6.633783,4.63514325,5.76912325,8.0
358,F,1.4375,1.1,0.375,23.88445375,10.546014,5.23048275,6.80388,9.0
359,I,1.1375,0.95,0.35,14.04717725,6.10931725,2.22543575,4.7910655,18.0
360,F,1.525,1.2,0.3875,33.29648775,18.0586315,6.90310325,7.5126175,9.0
361,M,1.25,1.0,0.3125,17.463292,8.12213175,3.742134,4.1106775,6.0
362,M,1.7375,1.325,0.45,52.219779,21.64484325,11.283101,14.17475,10.0
363,I,0.775,0.5625,0.1875,3.345241,1.54504775,0.75126175,1.00640725,5.0
364,M,1.675,1.2625,0.4625,38.82464025,16.68368075,7.2858215,10.0640725,13.0
365,I,0.8,0.5875,0.1875,4.309124,1.74349425,1.00640725,1.2757275,7.0
366,M,1.4625,1.1625,0.4,30.57493575,14.75591475,6.22271525,8.66077225,12.0
367,M,1.8375,1.425,0.525,67.5001595,31.4395955,14.13222575,19.4194075,11.0
368,I,0.95,0.725,0.2125,7.9095105,3.1467945,1.984465,2.14038725,8.0
369,M,1.5,1.225,0.4125,30.1922175,14.231449,6.123492,8.9300925,12.0
370,M,1.5,1.1375,0.3375,30.0221205,14.298636,5.99591925,8.29222875,10.0
371,I,1.0375,0.8125,0.3,9.298636,4.43669675,1.7860185,3.5436875,8.0
372,F,1.7375,1.35,0.5125,44.04094825,20.525038,9.99319875,12.190285,10.0
373,M,1.45,1.125,0.375,27.895908,13.891255,5.5281525,7.10154975,11.0
374,F,1.475,1.1625,0.5125,31.18445,13.65028425,5.726599,9.63883,9.0
375,M,1.425,1.125,0.3875,24.36639525,9.87980075,5.54232725,7.2291225,10.0
376,F,1.625,1.3125,0.475,36.0322145,16.4710595,8.20718025,10.95708175,10.0
377,M,1.525,1.2,0.4375,33.339012,16.4143605,7.52679225,8.901743,10.0
378,M,1.45,1.0625,0.3875,26.46425825,12.65805175,5.20213325,7.5126175,8.0
379,M,1.5,1.1875,0.4375,31.808139,14.67086625,6.56290925,9.6671795,8.0
380,M,1.2875,0.9625,0.3125,15.43630275,9.62465525,3.18931875,4.9611625,9.0
381,M,1.2625,0.975,0.3625,22.92057075,8.0796075,4.082328,7.7961125,9.0
382,M,1.525,1.175,0.4125,37.32211675,15.989118,8.60407325,8.788345,10.0
383,I,1.3375,1.0125,0.4125,20.19901875,9.6671795,6.08096775,6.3786375,8.0
384,F,1.325,1.05,0.325,22.5378525,10.432616,5.8116475,5.8116475,10.0
385,F,1.6375,1.275,0.4,32.4601775,14.0330025,7.66853975,9.99319875,9.0
386,I,1.375,1.075,0.35,20.638436,8.34892775,6.0951425,6.0384435,9.0
387,M,1.6,1.3125,0.425,38.71124225,19.29183475,7.9095105,9.53960675,10.0
388,M,1.625,1.2375,0.325,39.22153325,18.0586315,8.107957,8.788345,11.0
389,F,1.425,1.0375,0.425,33.26813825,14.911837,4.422522,8.0796075,7.0
390,I,0.9625,0.7875,0.225,8.674947,4.082328,1.43164975,2.551455,6.0
391,M,1.575,1.225,0.475,34.8415355,17.1514475,7.07320025,9.4970825,8.0
392,I,0.9625,0.7,0.25,8.901743,3.89805625,1.2757275,2.1262125,6.0
393,F,1.5125,1.225,0.45,32.16250775,14.514944,6.98815175,9.48290775,10.0
394,I,1.125,0.8375,0.25,12.68640125,5.953395,3.231843,3.40194,6.0
395,I,1.3625,1.1,0.3375,22.8213475,10.999606,5.1312595,6.80388,10.0
396,I,1.0875,0.8625,0.2875,11.509897,4.32329875,2.65067825,3.8271825,7.0
397,M,1.6,1.225,0.4,28.689694,12.79979925,6.7755305,11.1980525,13.0
398,I,0.875,0.6375,0.225,5.1312595,3.04757125,1.63009625,1.70097,6.0
399,I,1.3625,1.0625,0.3,23.48756075,9.8372765,4.77689075,7.2291225,10.0
400,I,0.7,0.5375,0.2,3.61456125,1.17650425,0.8788345,0.97805775,5.0
401,M,0.9375,0.675,0.225,6.180191,2.721552,1.247378,1.984465,6.0
402,I,1.2,1.05,0.4,20.3265915,8.15048125,4.49339575,7.2291225,9.0
403,M,1.525,1.2625,0.425,36.35823375,16.74037975,8.88756825,9.7805775,9.0
404,F,1.4375,1.125,0.375,31.56716825,12.00601325,6.76135575,9.7805775,14.0
405,I,0.725,0.5625,0.1625,3.67126025,1.474174,0.83631025,0.9922325,5.0
406,F,1.675,1.3125,0.4375,40.51086325,14.5432935,8.17883075,13.60776,12.0
407,I,1.3,1.025,0.275,14.118051,6.80388,3.2034935,4.32329875,7.0
408,M,1.4875,1.1625,0.4125,26.988724,9.4970825,5.6699,9.9506745,14.0
409,M,1.0875,0.8625,0.3375,11.169703,4.4508715,2.2963095,3.5436875,9.0
410,M,1.2625,1.0,0.3,19.51863075,8.4198015,4.06815325,5.2446575,8.0
411,M,1.2375,0.95,0.325,17.463292,7.4559185,4.252425,5.953395,12.0
412,F,1.575,1.2625,0.4,38.11590275,20.08562075,7.7961125,9.36950975,11.0
413,M,1.4375,1.175,0.375,34.6147395,17.02387475,6.59125875,9.34116025,13.0
414,F,1.15,0.875,0.3,16.51358375,7.2291225,3.8838815,4.9611625,9.0
415,F,1.6375,1.325,0.4125,38.90968875,18.2287285,8.68912175,10.07824725,11.0
416,I,0.7,0.5125,0.1625,3.3168915,1.54504775,0.83631025,0.8788345,5.0
417,F,1.55,1.2,0.4625,37.98833,14.47241975,8.391452,9.355335,13.0
418,F,1.1,0.8625,0.275,12.5021295,5.329706,2.2963095,3.685435,8.0
419,I,1.15,0.8625,0.275,12.00601325,6.13766675,1.0489315,3.21766825,7.0
420,F,1.1875,0.9375,0.3625,15.2236815,6.67630725,3.33106625,4.819415,15.0
421,F,1.7,1.2625,0.45,44.9906565,19.74542675,9.808927,11.1980525,13.0
422,I,1.25,1.0125,0.3625,18.01610725,6.5487345,3.78465825,5.0178615,10.0
423,M,1.4875,1.2125,0.3875,29.1149365,12.530479,5.71242425,8.50485,15.0
424,I,1.1,0.875,0.3125,12.94154675,5.443104,2.2963095,3.685435,10.0
425,M,1.4,1.1,0.4375,30.51823675,9.08601475,5.71242425,9.922325,17.0
426,M,1.0375,0.875,0.3375,13.4660125,5.329706,2.6365035,4.9611625,8.0
427,F,1.625,1.3125,0.4625,41.40444475,17.0380495,8.3631025,12.6155275,11.0
428,M,1.525,1.2125,0.4375,35.81959325,15.06775925,7.7394135,9.4970825,11.0
429,F,1.2375,0.9,0.3125,13.99047825,5.499803,3.4869885,4.9611625,13.0
430,I,1.3625,1.05,0.35,18.01610725,7.10154975,5.5281525,4.932813,11.0
431,I,1.25,0.975,0.3375,15.932419,7.3992195,3.52951275,4.35164825,12.0
432,F,1.5,1.2375,0.3875,31.3261975,14.72756525,5.953395,8.9300925,10.0
433,F,1.5125,1.2125,0.375,30.03629525,14.968536,6.47786075,8.3631025,10.0
434,I,1.1,0.825,0.25,9.85145125,4.4508715,2.11203775,2.83495,8.0
435,I,0.6625,0.525,0.15,2.76407625,1.2757275,0.623689,0.9922325,3.0
436,M,1.475,1.1375,0.4,27.5273645,12.85649825,6.406987,7.7961125,10.0
437,M,0.9875,0.7375,0.25,7.9662095,3.231843,1.88524175,2.551455,13.0
438,M,1.275,1.0,0.35,21.75824125,11.15552825,4.49339575,5.8116475,9.0
439,I,1.2125,0.9375,0.3,16.839603,7.35669525,3.515338,4.819415,9.0
440,M,1.675,1.3125,0.4375,39.859397,20.241543,8.448151,10.0640725,12.0
441,F,1.4625,1.1125,0.35,25.51455,11.3681495,5.216308,7.087375,10.0
442,F,1.6,1.2125,0.4125,38.725417,16.5844575,8.66077225,10.602713,10.0
443,I,0.5125,0.2875,0.1375,0.89300925,0.41106775,0.340194,0.283495,5.0
444,M,1.1875,0.9,0.3,14.81261375,6.73300625,3.0333965,4.3941725,9.0
445,I,0.425,0.325,0.1,0.77961125,0.35436875,0.18427175,0.2551455,6.0
446,F,1.3125,1.0,0.4,23.24659,6.8322295,4.63514325,8.50485,11.0
447,I,0.7,0.5375,0.2,3.515338,1.60174675,0.60951425,0.850485,5.0
448,F,1.45,1.125,0.3625,26.09571475,14.84096325,5.329706,6.520385,10.0
449,I,1.0,0.775,0.225,8.4198015,3.01922175,2.041164,2.83495,8.0
450,F,1.525,1.2,0.3625,32.205032,16.0174675,8.29222875,7.654365,9.0
451,F,1.5,1.175,0.45,28.689694,12.79979925,6.93145275,8.50485,12.0
452,M,1.5875,1.25,0.4375,35.3518265,13.13999325,8.2497045,10.20582,14.0
453,F,1.4875,1.15,0.4125,29.8520235,13.0124205,6.47786075,9.07184,11.0
454,M,1.175,0.9375,0.325,13.50853675,5.216308,3.2034935,4.3941725,9.0
455,M,1.2625,0.9625,0.3125,17.19397175,6.293589,3.84135725,5.386405,9.0
456,I,1.0875,0.8375,0.275,9.752228,3.78465825,2.097863,3.40194,7.0
457,I,0.475,0.3375,0.1125,0.89300925,0.29766975,0.18427175,0.35436875,5.0
458,M,1.0875,0.8375,0.3,12.14776075,5.06038575,2.50893075,3.8271825,17.0
459,M,1.375,1.0625,0.375,22.55202725,8.29222875,5.06038575,6.520385,15.0
460,M,1.3125,1.0625,0.35,25.911443,13.65028425,4.706017,7.654365,11.0
461,I,1.1,0.8625,0.25,10.27669375,4.53592,2.5798045,2.9766975,7.0
462,I,0.8,0.6,0.2,4.49339575,2.041164,1.190679,1.5025235,6.0
463,M,1.325,1.025,0.35,21.61649375,9.6104805,4.025629,5.10291,9.0
464,I,0.7875,0.6125,0.2125,4.422522,2.0695135,1.43164975,1.417475,6.0
465,F,1.4375,1.15,0.35,29.41260625,13.99047825,6.30776375,8.1930055,10.0
466,I,1.15,0.9125,0.2625,13.267566,5.953395,3.40194,3.118445,7.0
467,M,1.4125,1.125,0.4375,28.519597,11.15552825,6.0951425,9.355335,12.0
468,M,1.5375,1.1875,0.4375,31.75144,14.04717725,7.257472,8.9300925,10.0
469,M,0.45,0.3375,0.1375,0.66621325,0.35436875,0.226796,0.2551455,6.0
470,F,1.55,1.2125,0.35,30.34813975,11.8217415,6.4353365,8.50485,15.0
471,M,1.5625,1.2875,0.35,33.77842925,14.35902175,8.1363065,8.9300925,8.0
472,I,0.875,0.725,0.25,7.654365,3.458639,1.68679525,2.11203775,6.0
473,I,0.925,0.725,0.225,7.1157245,3.118445,1.68679525,2.1262125,7.0
474,M,1.575,1.2625,0.375,36.61337925,18.83824275,6.73300625,8.9300925,10.0
475,F,1.25,1.0,0.375,21.6873675,9.00096625,4.2240755,5.2446575,8.0
476,F,1.5625,1.2,0.475,34.5013415,13.2392165,8.60407325,9.525432,10.0
477,I,0.4,0.2625,0.0875,0.510291,0.1417475,0.09922325,0.1417475,4.0
478,M,1.6,1.2625,0.4,36.38658325,17.42076775,7.01650125,11.056305,13.0
479,I,0.9625,0.75,0.2375,7.38504475,3.005047,1.417475,2.08368825,6.0
480,M,1.6875,1.275,0.5125,45.25997675,20.53921275,8.731646,12.190285,10.0
481,M,1.5375,1.2125,0.3875,34.189497,15.03940975,6.67630725,7.5126175,9.0
482,I,1.1125,0.85,0.275,10.0640725,4.63514325,2.551455,3.40194,8.0
483,I,1.4625,1.125,0.3375,24.76328825,13.08329425,4.932813,6.80388,9.0
484,M,1.5875,1.2125,0.475,42.2124055,20.87940675,10.8578585,10.489315,8.0
485,F,1.4,1.1,0.3375,24.56484175,8.51902475,5.23048275,7.2291225,16.0
486,M,1.5,1.1625,0.3875,32.41765325,13.5227115,7.01650125,9.7805775,11.0
487,F,1.75,1.3125,0.5,52.900167,23.43086175,11.35397475,14.9401865,10.0
488,F,1.4625,1.1625,0.3875,29.8520235,12.34620725,6.7755305,7.10154975,11.0
489,M,1.5625,1.1875,0.4,32.02076025,16.159215,7.27164675,7.7961125,8.0
490,M,1.3125,0.9875,0.3,16.4143605,6.633783,3.685435,5.386405,10.0
491,I,1.2625,0.9875,0.3125,12.984071,5.556502,2.99087225,3.685435,8.0
492,F,1.4125,1.125,0.3375,30.37648925,15.43630275,6.80388,7.61184075,11.0
493,I,0.975,0.725,0.25,6.84640425,3.345241,1.51669825,2.2396105,7.0
494,F,1.625,1.225,0.4625,44.97648175,21.262125,7.95203475,11.056305,10.0
495,F,1.4,1.05,0.4625,29.1716355,13.99047825,6.406987,9.2135875,10.0
496,F,1.5375,1.2375,0.475,43.2329875,17.22232125,8.6465975,11.056305,13.0
497,I,0.625,0.475,0.1375,2.16873675,1.1623295,0.396893,0.7087375,5.0
498,M,1.525,1.225,0.4125,31.2694985,12.0485375,6.93145275,9.07184,12.0
499,M,1.5125,1.1625,0.325,29.766975,10.4609655,6.973977,8.6465975,14.0
500,M,1.2625,0.975,0.3125,18.9091165,7.3425205,4.4508715,4.52174525,8.0
501,I,1.4875,1.2,0.3625,33.0838665,13.16834275,6.76135575,9.7805775,14.0
502,M,1.3125,0.95,0.4,20.53921275,6.67630725,4.91863825,6.23689,14.0
503,I,1.4375,1.125,0.3375,24.5790165,10.77281,5.9250455,6.80388,8.0
504,F,1.2375,0.9625,0.3375,14.3731965,6.13766675,2.62232875,6.3786375,9.0
505,F,1.45,1.175,0.35,27.68328675,13.437663,5.499803,7.3425205,11.0
506,I,0.9875,0.7875,0.2625,9.79475225,2.83495,2.08368825,2.6365035,15.0
507,I,0.9375,0.7125,0.2,6.13766675,2.42388225,1.09145575,1.63009625,9.0
508,M,1.5125,1.1875,0.4,27.62658775,13.25339125,5.06038575,7.654365,11.0
509,F,1.625,1.225,0.4125,34.246196,14.84096325,7.10154975,8.00873375,9.0
510,M,1.4625,1.175,0.425,27.17299575,13.65028425,5.74077375,7.484268,12.0
511,F,1.4125,1.1125,0.3875,27.6407625,12.190285,5.76912325,7.8528115,10.0
512,F,1.4375,1.125,0.4125,24.79163775,12.757275,4.5642695,6.80388,8.0
513,I,0.825,0.625,0.2,4.6209685,1.984465,1.06310625,1.417475,7.0
514,I,0.875,0.65,0.2,6.30776375,2.67902775,1.80019325,1.871067,7.0
515,M,1.225,0.9625,0.3375,16.9246515,7.1724235,4.66349275,5.159609,12.0
516,F,1.8,1.4375,0.5625,59.53395,28.6613445,13.67863375,17.066399,13.0
517,F,1.525,1.1625,0.425,33.46658475,14.72756525,10.0073735,9.3269855,11.0
518,M,1.3125,1.0125,0.375,20.00057225,9.48290775,4.23825025,5.953395,9.0
519,F,1.025,0.8,0.275,10.886208,4.195726,1.8994165,3.89805625,12.0
520,M,1.5875,1.2375,0.425,32.95629375,12.82814875,7.314171,9.85145125,9.0
521,I,1.5125,1.2125,0.375,27.51318975,10.16329575,6.90310325,8.50485,13.0
522,I,1.55,1.225,0.45,31.411246,12.0485375,7.37087,10.489315,13.0
523,M,1.4,1.125,0.3625,24.777463,10.21999475,5.42892925,7.27164675,11.0
524,M,1.15,0.875,0.35,14.18892475,4.66349275,2.9766975,5.953395,16.0
525,F,1.075,0.8125,0.2625,12.88484775,5.06038575,3.345241,4.479221,11.0
526,M,1.1875,0.9375,0.3375,15.03940975,6.123492,3.64291075,5.10291,9.0
527,I,0.9375,0.7,0.2125,6.80388,2.05533875,1.51669825,1.984465,9.0
528,M,1.5625,1.225,0.4,32.0632845,15.1669825,7.7961125,8.3631025,11.0
529,M,1.575,1.225,0.4375,31.51046925,14.628342,5.54232725,10.0640725,9.0
530,I,0.6375,0.575,0.1625,3.41611475,1.2190285,0.52446575,1.13398,6.0
531,I,0.7,0.525,0.15,3.13261975,1.2757275,0.77961125,0.80796075,5.0
532,M,1.1,0.9,0.3,14.35902175,6.25106475,3.67126025,4.53592,12.0
533,F,1.45,1.0625,0.3875,27.328918,9.128539,5.8683465,9.4970825,10.0
534,M,1.55,1.175,0.3875,31.808139,11.113004,7.0023265,8.6465975,14.0
535,M,1.375,1.0125,0.3125,18.69649525,9.76640275,4.32329875,4.3941725,8.0
536,F,1.2875,0.9875,0.3375,16.42853525,6.917278,3.6003865,4.9611625,9.0
537,M,1.4875,1.1875,0.375,29.5118295,14.21727425,6.80388,7.767763,9.0
538,I,1.2125,0.9,0.3125,15.80484625,7.72523875,2.9766975,4.819415,8.0
539,M,1.475,1.1875,0.375,30.83008125,14.81261375,6.2652395,7.7961125,9.0
540,I,1.25,0.9375,0.2875,13.08329425,6.2652395,3.30271675,4.53592,8.0
541,I,1.375,1.0625,0.325,18.540573,7.92368525,4.3941725,5.953395,9.0
542,I,1.0125,0.725,0.225,7.95203475,3.231843,1.68679525,3.118445,6.0
543,F,1.475,1.1375,0.4,30.674159,12.303683,6.2652395,8.50485,15.0
544,F,1.5625,1.3125,0.4625,40.596484,17.0380495,9.31281075,11.623295,11.0
545,M,1.2625,0.95,0.325,17.4349425,7.654365,3.89805625,5.2446575,9.0
546,I,1.3375,0.9875,0.3375,17.463292,8.09378225,3.8838815,5.556502,9.0
547,M,1.3125,1.025,0.325,19.66037825,9.015141,4.8477645,5.6699,8.0
548,F,1.5625,1.275,0.4375,35.50774875,16.25843825,7.75358825,9.355335,11.0
549,M,1.6,1.2625,0.475,42.14153175,17.42076775,7.18659825,11.056305,13.0
550,F,1.25,1.025,0.3625,21.87163925,7.95203475,4.86193925,6.23689,17.0
551,M,1.675,1.325,0.4875,39.81687275,18.540573,8.34892775,11.0846545,11.0
552,I,1.225,0.975,0.25,16.2442635,6.577084,3.78465825,5.06038575,8.0
553,M,1.1625,0.875,0.2625,14.67086625,6.350288,2.721552,3.75630875,8.0
554,I,1.25,0.9625,0.35,17.67591325,8.68912175,3.58621175,5.5281525,11.0
555,F,1.55,1.275,0.4375,36.55668025,15.3370795,7.49844275,10.716111,12.0
556,M,1.4875,1.1375,0.4125,29.5685285,13.6928085,5.93922025,9.19941275,10.0
557,F,0.925,0.6875,0.275,7.52679225,2.7499015,1.31825175,2.4097075,8.0
558,I,1.2,0.9625,0.325,14.458245,7.030676,2.494756,3.96893,6.0
559,F,1.0875,0.875,0.2625,12.984071,5.6699,2.9199985,3.685435,8.0
560,I,1.3125,1.0625,0.3125,21.1203775,10.53183925,4.23825025,6.23689,8.0
561,M,1.2,0.9375,0.3,15.77649675,6.47786075,3.27436725,3.8271825,15.0
562,I,0.925,0.675,0.225,6.30776375,2.6365035,1.14815475,1.7860185,7.0
563,M,1.5625,1.225,0.375,25.51455,12.1619355,4.53592,7.18659825,10.0
564,M,1.425,1.0875,0.3625,24.36639525,13.13999325,4.9044635,6.3786375,8.0
565,I,1.15,0.8625,0.3,11.80756675,5.37223025,2.4664065,3.8271825,13.0
566,I,1.4,1.05,0.3375,20.53921275,8.43397625,4.3374735,6.0951425,9.0
567,I,0.9375,0.7125,0.2375,6.7188315,3.2601925,1.6726205,1.984465,7.0
568,M,1.475,1.1625,0.375,25.8263945,10.2341695,5.839997,7.93786,18.0
569,M,1.4,1.0625,0.3875,23.530085,9.62465525,6.22271525,7.2291225,11.0
570,I,1.0875,0.8125,0.275,11.5949455,5.4147545,2.3530085,2.83495,8.0
571,M,1.3,1.0625,0.325,22.66542525,10.4609655,5.1879585,6.23689,9.0
572,F,1.4,1.1,0.3875,24.99008425,12.6155275,4.6776675,7.2291225,10.0
573,I,1.3625,1.0625,0.3875,20.1564945,8.3631025,4.46504625,6.6621325,16.0
574,M,1.325,1.05,0.35,20.28406725,9.48290775,4.86193925,5.6699,8.0
575,F,1.6125,1.275,0.5,44.09764725,14.855138,11.24057675,17.57669,12.0
576,F,1.4625,1.125,0.3875,23.57260925,10.41844125,5.499803,6.33611325,12.0
577,F,1.3875,1.0875,0.35,25.61377325,9.3269855,4.52174525,8.0796075,13.0
578,M,1.6625,1.275,0.4375,38.08755325,16.42853525,9.128539,11.3398,10.0
579,F,1.6875,1.3125,0.5,47.18774275,18.824068,10.20582,13.324265,15.0
580,F,1.45,1.0875,0.375,25.3728025,9.68135425,5.159609,7.7961125,13.0
581,M,1.6,1.2625,0.4625,37.42134,20.14231975,7.86698625,9.7805775,11.0
582,M,1.6125,1.25,0.3875,36.0889135,17.08057375,6.4920355,11.056305,10.0
583,F,1.3125,1.025,0.3125,17.7184375,7.0590255,4.01145425,5.62737575,8.0
584,M,1.4375,1.1375,0.4,26.01066625,9.73805325,6.22271525,7.5126175,11.0
585,M,0.925,0.7,0.25,6.30776375,2.28213475,1.28990225,2.1262125,11.0
586,I,1.1125,0.8625,0.2625,11.35397475,4.2807745,1.7860185,3.685435,8.0
587,F,1.625,1.2375,0.475,45.7277435,22.80717275,9.808927,10.39009175,10.0
588,M,1.5875,1.3125,0.45,38.90968875,16.3009625,7.83863675,10.07824725,11.0
589,M,1.6125,1.275,0.4375,35.25260325,13.891255,6.76135575,10.77281,11.0
590,M,1.7125,1.3375,0.4375,44.8772585,17.8318355,9.56795625,11.90679,17.0
591,F,1.1875,0.9125,0.3125,16.2442635,6.7755305,3.86970675,5.03203625,8.0
592,F,1.4125,1.0625,0.3625,23.51591025,12.77144975,4.7910655,6.747181,10.0
593,M,1.475,1.1375,0.35,25.741346,11.07047975,6.0951425,8.15048125,8.0
594,I,1.1,0.825,0.2875,11.94931425,5.06038575,2.608154,3.35941575,7.0
595,I,1.15,0.8875,0.2875,14.628342,6.066793,2.721552,3.685435,7.0
596,F,1.3875,1.0625,0.3375,21.9708625,8.66077225,5.953395,5.953395,10.0
597,M,1.5,1.1625,0.3625,29.0582375,12.927372,4.57844425,7.29999625,9.0
598,M,1.3875,1.0625,0.375,25.2594045,12.11941125,5.42892925,7.7961125,9.0
599,I,1.325,1.0625,0.325,23.0481435,10.75863525,5.3013565,6.80388,8.0
600,I,0.9625,0.7625,0.2125,7.2858215,2.8066005,1.6726205,2.4097075,7.0
601,I,1.1875,0.8875,0.2875,13.99047825,5.99591925,3.04757125,4.3941725,8.0
602,I,1.0125,0.775,0.2375,8.15048125,3.2601925,1.80019325,2.6932025,7.0
603,M,1.125,0.875,0.275,12.94154675,5.03203625,2.42388225,3.38776525,7.0
604,I,0.0875,0.0,0.0625,0.41106775,0.1417475,0.0850485,0.18427175,4.0
605,M,1.475,1.1375,0.3625,23.40251225,9.6671795,4.8477645,7.01650125,9.0
606,I,0.825,0.625,0.1625,4.91863825,1.814368,0.9922325,1.2757275,8.0
607,I,1.05,0.8125,0.3,3.9405805,5.74077375,2.14038725,4.1673765,7.0
608,M,1.525,1.1875,0.4125,28.803092,13.93377925,6.6054335,8.3631025,9.0
609,M,1.6625,1.35,0.5125,48.477645,15.1669825,10.999606,13.04077,11.0
610,M,0.7,0.5,0.175,3.4302895,1.54504775,0.32601925,0.9922325,6.0
611,F,1.5875,1.25,0.4375,35.777069,15.1102835,7.15824875,10.77281,9.0
612,F,1.6125,1.225,0.425,38.215126,17.7184375,8.278054,9.63883,9.0
613,I,1.0875,0.85,0.275,11.6516445,4.74854125,2.67902775,3.40194,13.0
614,F,1.5875,1.25,0.4875,36.4291075,14.2030995,8.37727725,12.8423235,14.0
615,M,1.475,1.1375,0.4,30.1922175,14.2597985,6.95980225,8.0796075,10.0
616,I,0.6625,0.5125,0.15,2.76407625,1.1623295,0.623689,0.9922325,5.0
617,F,1.525,1.2125,0.475,35.22425375,15.06775925,9.99319875,12.7289255,15.0
618,M,1.3375,1.025,0.3875,27.51318975,8.20718025,6.633783,10.0640725,13.0
619,F,1.1625,0.9375,0.3125,13.53688625,5.556502,2.50893075,4.9611625,9.0
620,M,1.3375,1.05,0.3625,21.4605715,8.20718025,5.17378375,6.23689,9.0
621,F,1.775,1.4125,0.525,54.5727875,19.0792135,10.149121,15.7339725,20.0
622,I,0.975,0.75,0.225,8.34892775,4.0539785,1.77184375,2.4097075,7.0
623,M,1.25,0.9375,0.3125,16.40018575,7.66853975,3.86970675,4.3941725,8.0
624,I,1.1,0.85,0.2875,10.3475675,4.77689075,2.31048425,2.73572675,9.0
625,I,0.7375,0.5625,0.2,3.81300775,1.99863975,1.11980525,1.13398,7.0
626,F,1.475,1.1625,0.4125,25.7129965,11.92096475,6.19436575,7.654365,10.0
